region,combination,player_games,regional_player_game_share_pct,prevalence_rank,placing,observations,mean_rating_change
tw,R2 / GM+2,240,11.916583912611719,4,3,38,-22.289473684210527
tw,R2 / GM+2,240,11.916583912611719,4,4,21,-61.666666666666664
tw,R2 / GM+2,240,11.916583912611719,4,5,25,-116.56
tw,R2 / GM+2,240,11.916583912611719,4,6,12,-166.91666666666666
vn,R0 / GM+0,1676,27.896138482023968,1,1,356,57.8623595505618
vn,R0 / GM+0,1676,27.896138482023968,1,2,309,33.55339805825243
vn,R0 / GM+0,1676,27.896138482023968,1,3,289,8.491349480968859
vn,R0 / GM+0,1676,27.896138482023968,1,4,256,-20.53515625
vn,R0 / GM+0,1676,27.896138482023968,1,5,227,-47.779735682819386
vn,R0 / GM+0,1676,27.896138482023968,1,6,239,-72.38075313807532
vn,R0 / GM+1,1267,21.088548601864183,2,1,284,59.79225352112676
vn,R0 / GM+1,1267,21.088548601864183,2,2,256,34.125
vn,R0 / GM+1,1267,21.088548601864183,2,3,221,1.0452488687782806
vn,R0 / GM+1,1267,21.088548601864183,2,4,196,-25.198979591836736
vn,R0 / GM+1,1267,21.088548601864183,2,5,169,-54.69822485207101
vn,R0 / GM+1,1267,21.088548601864183,2,6,141,-89.41843971631205
vn,R0 / GM+2,459,7.639813581890813,6,1,122,61.18032786885246
vn,R0 / GM+2,459,7.639813581890813,6,2,89,30.617977528089888
vn,R0 / GM+2,459,7.639813581890813,6,3,85,-8.011764705882353
vn,R0 / GM+2,459,7.639813581890813,6,4,51,-40.98039215686274
vn,R0 / GM+2,459,7.639813581890813,6,5,68,-75.52941176470588
vn,R0 / GM+2,459,7.639813581890813,6,6,44,-118.61363636363636
vn,R1 / GM+1,715,11.900798934753661,3,1,179,55.70391061452514
vn,R1 / GM+1,715,11.900798934753661,3,2,134,25.940298507462686
vn,R1 / GM+1,715,11.900798934753661,3,3,119,-0.9831932773109243
vn,R1 / GM+1,715,11.900798934753661,3,4,92,-27.684782608695652
vn,R1 / GM+1,715,11.900798934753661,3,5,98,-59.724489795918366
vn,R1 / GM+1,715,11.900798934753661,3,6,93,-82.75268817204301
vn,R2 / GM+1,593,9.870173102529959,4,1,146,43.83561643835616
vn,R2 / GM+1,593,9.870173102529959,4,2,138,18.68840579710145
vn,R2 / GM+1,593,9.870173102529959,4,3,91,-0.14285714285714285
vn,R2 / GM+1,593,9.870173102529959,4,4,73,-19.82191780821918
vn,R2 / GM+1,593,9.870173102529959,4,5,79,-43.139240506329116
vn,R2 / GM+1,593,9.870173102529959,4,6,66,-59.84848484848485
vn,R2 / GM+2,529,8.804926764314247,5,1,194,54.02061855670103
vn,R2 / GM+2,529,8.804926764314247,5,2,111,22.89189189189189
vn,R2 / GM+2,529,8.804926764314247,5,3,79,-12.962025316455696
vn,R2 / GM+2,529,8.804926764314247,5,4,60,-44.06666666666667
vn,R2 / GM+2,529,8.804926764314247,5,5,39,-81.25641025641026
vn,R2 / GM+2,529,8.804926764314247,5,6,46,-113.17391304347827
